Datetime,Value,PM2.5,PM10,NO2,SO2,CO,O3
2023-03-01 00:00:00,62.0,37.066036412609705,70.60017626176639,52.06900773466419,18.556259702944295,1.3404016929134734,59.12804238260656
2023-03-01 01:00:00,64.0,43.96342604651938,65.93550949568873,63.61960831491649,10.070013125843857,1.2480921522512762,58.45944168857041
2023-03-01 02:00:00,79.0,45.664372021342,53.77326916434719,55.639522060518544,10.990373011245726,0.8269700776837222,83.56796887118128
2023-03-01 03:00:00,98.0,33.552160823023044,61.841399345675185,47.73285234233169,16.36445628426372,1.321474966382693,71.47280051937551
2023-03-01 04:00:00,81.0,40.6211097994847,58.29581896549166,51.040441217311944,17.135702738509487,1.624703384507133,54.608085351914504
2023-03-01 05:00:00,72.0,41.081425242707624,72.37099100411618,68.99133526533248,14.828185884163917,1.156327478872556,75.53055282407017
2023-03-01 06:00:00,68.0,33.468814457738524,55.21414901834727,43.63987412117865,17.818128120004626,1.0827597248176124,85.1586452277553
2023-03-01 07:00:00,67.0,28.73417794321547,65.6228900363469,35.37808952905305,17.341547963878124,1.0783597261928606,76.01570951417423
2023-03-01 08:00:00,66.0,39.02863971909424,49.681270136223105,48.369167020039825,17.22116670386402,1.5804694658882168,64.1358902368012
2023-03-01 09:00:00,67.0,31.11780654618521,45.65218453478317,44.24949480551477,16.67103583750278,0.9370943541219916,66.22798757700912
2023-03-01 10:00:00,64.0,22.22570013453137,51.639434347220195,56.499696956769476,10.503638643809381,1.9600873661439466,94.76223707935492
2023-03-01 11:00:00,50.0,19.403897464770537,15.795690829418739,19.077353603836205,6.572238538352102,0.19429095983096273,32.36661612182576
2023-03-01 12:00:00,45.0,15.425611969901565,35.55093174776143,27.052648754822563,7.6548917983472125,0.8020484264817294,12.507458627079991
2023-03-01 13:00:00,40.0,14.647875663855357,16.78425021408053,23.002122342196476,3.6682478851875207,0.8571082314693513,39.948125292799304
2023-03-01 14:00:00,36.0,6.682117780102912,37.84295992172626,11.22987047940546,9.35049179560615,0.5276384477194438,21.849320309939344
2023-03-01 15:00:00,36.0,8.38427429938901,38.31352547882878,15.606305942250419,9.968716813027402,0.8486337812334436,18.48096141454112
2023-03-01 16:00:00,36.0,7.216665632955026,22.11070644953697,19.049223907983727,2.397311229611442,0.5557387097963882,31.760641373827724
2023-03-01 17:00:00,38.0,14.011082492791676,16.075999435257046,21.171207890748473,2.092994878279331,0.913640388402077,47.86343541485868
2023-03-01 18:00:00,36.0,12.561763948550482,19.131746924760268,12.707000850094362,2.244144965232601,0.761650732251333,42.36471566371204
2023-03-01 19:00:00,38.0,7.554467332235095,22.17253079582044,11.155357713129604,3.1495506354397387,0.4956337902566824,48.63105537209878
2023-03-01 20:00:00,39.0,8.335717082153142,29.407930210705825,19.982882893927417,2.7841536997745697,0.6564778390956953,28.72542041185403
2023-03-01 21:00:00,46.0,17.539818518600264,28.533769039900882,9.561750510244803,5.864134166850963,0.8798010446420427,42.14882631292546
2023-03-01 22:00:00,49.0,13.912560346448263,37.78267466144686,23.98401411234975,3.547694063132414,0.8922092459606459,43.230195496792845
2023-03-01 23:00:00,55.0,32.31645098882558,55.48429377190095,36.43576586347167,15.352200426551358,1.1239419164459439,63.57224137936844
2023-03-02 00:00:00,59.0,26.476558074968295,68.32884079083426,52.20717353724325,10.773406991602284,0.8909242883061426,66.17325555614069
2023-03-02 01:00:00,61.0,33.0632334808827,66.66601462377722,39.64045217555866,15.592833160841638,1.9894594113372968,90.8205411750845
2023-03-02 02:00:00,58.0,35.6492591105286,48.45684372467578,60.68486419258778,11.868041261813913,1.5777378857119646,56.88830796223776
2023-03-02 03:00:00,52.0,43.72673567375344,65.3091098100176,36.76872900067772,10.678700716496435,0.7828056675703705,75.39326055371133
2023-03-02 04:00:00,49.0,13.943993384813298,25.751984183942,27.860763094859916,3.8022429531420103,0.4899049684859921,22.89734102623936
2023-03-02 05:00:00,44.0,9.631328757831348,20.704123926626913,7.611221383359869,9.137191010708442,0.5780147933455936,33.77982422837188
2023-03-02 06:00:00,45.0,6.057570195526818,10.718974563154628,13.603325684493235,3.6068653602967604,0.624209462201053,42.471385223632986
2023-03-02 07:00:00,43.0,8.294668676221356,10.99216634104277,23.014928500299252,8.405628152179911,0.1029797389810325,35.30967716452213
2023-03-02 08:00:00,40.0,13.27986076626549,22.179674636896877,29.9117996751286,6.360961678604097,0.7809430633887169,43.879992397257766
2023-03-02 09:00:00,39.0,11.91868292680671,10.042136419803962,16.89039537982305,8.644821799356087,0.37414378299468953,43.12534107266719
2023-03-02 10:00:00,36.0,10.347316848161576,32.57581829091724,22.68638261711281,4.794895754446207,0.6409642701743068,10.247656692222794
2023-03-02 11:00:00,38.0,6.8525857155231,14.972961458569335,14.389600532033354,4.036357953063249,0.6918241514649363,38.27309376856459
2023-03-02 12:00:00,39.0,13.494363169083964,25.45860400020173,6.2935800454119235,6.958286559680019,0.29300556023701,18.90774163124992
2023-03-02 13:00:00,43.0,10.562770523285366,15.926662900927651,24.27318744670834,2.1169870132931914,0.24644786061352314,25.819626789529405
2023-03-02 14:00:00,48.0,16.884105822504075,38.72633487185419,14.346437978212444,4.971269964827365,0.3685884639605226,16.140513412922136
2023-03-02 15:00:00,53.0,41.58671812115572,62.90821668101448,34.76021537709946,13.123729073743013,0.656471256684984,97.16214642291865
2023-03-02 16:00:00,57.0,48.516284215313874,73.94420462693773,57.96662419778708,14.800143581864134,1.7242858170845092,97.37253424608704
2023-03-02 17:00:00,60.0,48.02580698032905,61.71650408910225,49.76979690639343,19.299583587632366,1.3684863289478724,81.6501464758469
2023-03-02 18:00:00,53.0,29.85377885093236,70.18198472579147,39.70759743426788,11.592494098173532,0.9908559832478181,81.3082052660554
2023-03-02 19:00:00,50.0,16.82175041233101,29.076397838662086,5.912381372051446,7.568323858370306,0.5767638978213098,14.648209500460819
2023-03-02 20:00:00,56.0,23.558680896567765,59.617272656646485,43.002873386603895,14.11607723321504,0.9500205620653466,94.26029267554836
2023-03-02 21:00:00,61.0,32.51165196834114,50.81976086255251,64.56549247398215,18.57840233903939,1.9666426566884485,64.10280433538725
2023-03-02 22:00:00,57.0,44.81683894630177,61.09946722063414,40.91031722073135,10.533915560238643,1.8928719655825461,96.21153460078787
2023-03-02 23:00:00,56.0,46.64190677489353,61.42024853929307,34.1564264756576,19.10221950969587,0.9038702479873806,92.67810732877462
2023-03-03 00:00:00,60.0,24.810321448035243,58.56888313468737,35.80412843578393,16.927555288761297,1.0906567309715147,79.21585100651748
2023-03-03 01:00:00,56.0,28.531674640973435,41.41281441819582,57.6370501702762,17.631648232863938,0.9601234735710675,57.98766260876506
2023-03-03 02:00:00,56.0,33.52383582998005,47.73590582017033,44.72238543075987,18.1978063518931,0.5619049094657215,88.17310346599879
2023-03-03 03:00:00,55.0,49.40636238192094,52.010150810606035,31.74984208329645,11.923068276136787,0.711952321416877,68.68715100655305
2023-03-03 04:00:00,56.0,42.44714750562604,62.9361952559816,67.6236343557506,19.624516991448665,1.6434776176340262,97.00633798543498
2023-03-03 05:00:00,56.0,34.89030984537329,64.71002311330253,38.32053489492158,10.632780775359059,1.8116321566704279,60.64975250159793
2023-03-03 06:00:00,62.0,45.338545932259684,61.80267381329867,35.18540355084368,13.494694703441382,0.9776304227451031,57.27158373153689
2023-03-03 07:00:00,65.0,29.980727957587398,60.28443268984731,48.95948283699815,19.923198896197555,1.5488993054320435,89.40671928759392
